CÓDIGO DO PROCEDIMENTO NO SIGTAP;PROCEDIMENTO CIRÚRGICO;QUANTIDADE DE SOLICITAÇÕES NA FILA ATÉ DIA 31/12/22;Redução do Tamanho da Fila (%);Prazo para reduzir o % proposto (em meses);Qtde de cirurgias a serem feitas no prazo pactuado;SQ (CODIGO Interno;UF;STATUS
412010135;TRATAMENTO CIRURGICO DE FISTULA BRONCOPLEURAL COM AMPUTAÇÃO DE COTO BRONQUICO;4;0.593;10;3;100243;MARANHÃO;APROVADO
402020022;SUPRARRENALECTOMIA UNILATERAL;2;1.0;10;2;100244;MARANHÃO;APROVADO
407020241;FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO);9;0.593;10;6;100245;MARANHÃO;APROVADO
409010022;CISTECTOMIA PARCIAL;3;0.593;10;2;100246;MARANHÃO;APROVADO
409010316;PIELOLITOTOMIA;6;0.593;10;4;100247;MARANHÃO;APROVADO
409060143;HISTERECTOMIA TOTAL AMPLIADA (WERTHEIN-MEIGS);52;0.593;10;31;100248;MARANHÃO;APROVADO
409070084;COLPOPLASTIA ANTERIOR;4;0.593;10;3;100249;MARANHÃO;APROVADO
414010345;EXCISÃO DE CÁLCULO DE GLÂNDULA SALIVAR;2;1.0;10;2;100250;MARANHÃO;APROVADO
403020123;TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO;170;0.593;10;101;100251;MARANHÃO;APROVADO
408020598;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÃO METAFISE-EPIFISÁRIA DISTAL DO RÁDIO E ULNA;44;0.593;10;27;100252;MARANHÃO;APROVADO
408020628;TRATAMENTO CIRÚRGICO DE SINDACTILIA DA MÃO (POR ESPACO INTERDIGITAL);1;1.0;10;1;100253;MARANHÃO;APROVADO
408050675;TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISÁRIA NO MEMBRO INFERIOR;1;1.0;10;1;100254;MARANHÃO;APROVADO
408050861;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE TIBIAL;70;0.593;10;42;100255;MARANHÃO;APROVADO
408060328;RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR;11;0.593;10;7;100256;MARANHÃO;APROVADO
408060484;TENORRAFIA ÚNICA EM TÚNEL OSTEO-FIBROSO;98;0.593;10;59;100257;MARANHÃO;APROVADO
409010146;EXTRACAO ENDOSCOPICA DE CALCULO EM PELVE RENAL;2;1.0;10;2;100258;MARANHÃO;APROVADO
409010391;RETIRADA PERCUTANEA DE CALCULO URETERAL C/ CATETER;17;0.593;10;11;100259;MARANHÃO;APROVADO
409040240;VASECTOMIA;87;0.593;10;52;100260;MARANHÃO;APROVADO
409060011;CERCLAGEM DE COLO DO UTERO;4;0.593;10;3;100261;MARANHÃO;APROVADO
409060186;LAQUEADURA TUBARIA;799;0.593;10;474;100262;MARANHÃO;APROVADO
409070246;TRATAMENTO CIRURGICO DE FISTULA URETRO-VAGINAL;8;0.593;10;5;100263;MARANHÃO;APROVADO
403010160;RETIRADA DE DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE;6;0.593;10;4;100264;MARANHÃO;APROVADO
403010179;RETIRADA DE PLACA DE CRANIOPLASTIA;1;1.0;10;1;100265;MARANHÃO;APROVADO
404020119;EXCISÃO PARCIAL DE LÁBIO COM ENXERTO LIVRE / ROTAÇÃO DE RETALHO;1;1.0;10;1;100266;MARANHÃO;APROVADO
404020313;RETIRADA DE CORPO ESTRANHO DOS OSSOS DA FACE;1;1.0;10;1;100267;MARANHÃO;APROVADO
405030070;RETINOPEXIA C/ INTROFLEXAO ESCLERAL;7;0.593;10;5;100268;MARANHÃO;APROVADO
405050372;FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;2100;0.593;10;1246;100269;MARANHÃO;APROVADO
406020264;LINFADENECTOMIA RADICAL INGUINAL UNILATERAL;1;1.0;10;1;100270;MARANHÃO;APROVADO
407010130;GASTRECTOMIA PARCIAL C/ OU S/ VAGOTOMIA;1;1.0;10;1;100271;MARANHÃO;APROVADO
407010220;GASTROSTOMIA VIDEOLAPAROSCOPICA;7;0.593;10;5;100272;MARANHÃO;APROVADO
408010193;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA;33;0.593;10;20;100273;MARANHÃO;APROVADO
408010231;TRATAMENTO CIRÚRGICO DA SÍNDROME DO IMPACTO SUB-ACROMIAL;9;0.593;10;6;100274;MARANHÃO;APROVADO
408020091;RESSECÇÃO DO OLECRANO E/OU CABEÇA DO RÁDIO;8;0.593;10;5;100275;MARANHÃO;APROVADO
408020148;RECONSTRUÇÃO DE POLIA TENDINOSA DOS DEDOS DA MÃO;5;0.593;10;3;100276;MARANHÃO;APROVADO
408030399;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NÍVEL);13;0.593;10;8;100277;MARANHÃO;APROVADO
408030437;DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NÍVEL);2;1.0;10;2;100278;MARANHÃO;APROVADO
408030445;DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NÍVEIS);3;0.593;10;2;100279;MARANHÃO;APROVADO
408030542;RESSECÇÃO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL DISTAIL A C2 (AT 2 SEGMENTOS);2;1.0;10;2;100280;MARANHÃO;APROVADO
408040025;ARTRODESE DA SÍNFISE PÚBICA;6;0.593;10;4;100281;MARANHÃO;APROVADO
408040149;OSTECTOMIA DA PELVE;1;1.0;10;1;100282;MARANHÃO;APROVADO
408050144;RECONSTRUCAO LIGAMENTAR DO TORNOZELO;3;0.593;10;2;100283;MARANHÃO;APROVADO
408050152;RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO;14;0.593;10;9;100284;MARANHÃO;APROVADO
408050179;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR);23;0.593;10;14;100285;MARANHÃO;APROVADO
408050357;SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENTO TIPO KELIKIAN);3;0.593;10;2;100286;MARANHÃO;APROVADO
408050446;TRATAMENTO CIRURGICO DE COALIZAO TARSAL;2;1.0;10;2;100287;MARANHÃO;APROVADO
408050659;TRATAMENTO CIRÚRGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO;10;0.593;10;6;100288;MARANHÃO;APROVADO
408050667;TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO);16;0.593;10;10;100289;MARANHÃO;APROVADO
408050748;TRATAMENTO CIRÚRGICO DE PÉ PLANO VALGO;8;0.593;10;5;100290;MARANHÃO;APROVADO
408050764;TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO;8;0.593;10;5;100291;MARANHÃO;APROVADO
408050799;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE DO FÊMUR;24;0.593;10;15;100292;MARANHÃO;APROVADO
408050837;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA METÁFISE DISTAL DO FÊMUR;9;0.593;10;6;100293;MARANHÃO;APROVADO
408050888;TRATAMENTO CIRÚRGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL;34;0.593;10;21;100294;MARANHÃO;APROVADO
408050918;TRATAMENTO CIRÚRGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO;5;0.593;10;3;100295;MARANHÃO;APROVADO
408060344;RETIRADA DE ESPAÇADORES / OUTROS MATERIAIS;13;0.593;10;8;100296;MARANHÃO;APROVADO
408060450;TENOMIORRAFIA;52;0.593;10;31;100297;MARANHÃO;APROVADO
409010057;CISTOENTEROPLASTIA;3;0.593;10;2;100298;MARANHÃO;APROVADO
409010251;NEFROPIELOSTOMIA;3;0.593;10;2;100299;MARANHÃO;APROVADO
409010340;PIELOTOMIA;1;1.0;10;1;100300;MARANHÃO;APROVADO
409010510;TRATAMENTO CIRURGICO DE URETEROCELE;3;0.593;10;2;100301;MARANHÃO;APROVADO
409010545;URETEROENTEROPLASTIA;1;1.0;10;1;100302;MARANHÃO;APROVADO
409020087;RESSECCAO DE CARUNCULA URETRAL;1;1.0;10;1;100303;MARANHÃO;APROVADO
409020095;RESSECCAO DE PROLAPSO DA MUCOSA DA URETRA;2;1.0;10;2;100304;MARANHÃO;APROVADO
409060259;SALPINGOPLASTIA;1;1.0;10;1;100305;MARANHÃO;APROVADO
409070289;TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA;1;1.0;10;1;100306;MARANHÃO;APROVADO
412040115;RETIRADA DE CORPO ESTRANHO DA PAREDE TORÁCICA;6;0.593;10;4;100307;MARANHÃO;APROVADO
413040186;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DA AXILA;1;1.0;10;1;100308;MARANHÃO;APROVADO
401020142;TRATAMENTO CIRURGICO DE HIPERCERATOSE PLANTAR (C/ CORRECAO PLASTICA);1;1.0;10;1;100309;MARANHÃO;APROVADO
404020356;TRATAMENTO CIRÚRGICO DE FÍSTULA E CISTOS ORO-MAXILARES;7;0.593;10;5;100310;MARANHÃO;APROVADO
405010010;CORRECAO CIRURGICA DE ENTROPIO E ECTROPIO;1;1.0;10;1;100311;MARANHÃO;APROVADO
406020116;DRENAGEM DE GANGLIO LINFATICO;2;1.0;10;2;100312;MARANHÃO;APROVADO
406020159;EXERESE DE GANGLIO LINFÁTICO;9;0.593;10;6;100313;MARANHÃO;APROVADO
407020217;ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL;2;1.0;10;2;100314;MARANHÃO;APROVADO
407040110;HERNIOPLASTIA RECIDIVANTE;13;0.593;10;8;100315;MARANHÃO;APROVADO
408050330;REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE);6;0.593;10;4;100316;MARANHÃO;APROVADO
408060140;FASCIECTOMIA;4;0.593;10;3;100317;MARANHÃO;APROVADO
408060700;TRATAMENTO CIRÚRGICO DE SINDACTILIA SIMPLES (DOIS DEDOS);4;0.593;10;3;100318;MARANHÃO;APROVADO
409010480;TRATAMENTO CIRURGICO DE HEMORRAGIA VESICAL (FORMOLIZACAO DA BEXIGA);3;0.593;10;2;100319;MARANHÃO;APROVADO
409030031;PROSTATOVESICULECTOMIA RADICAL;14;0.593;10;9;100320;MARANHÃO;APROVADO
409060054;CURETAGEM UTERINA EM MOLA HIDATIFORME;9;0.593;10;6;100321;MARANHÃO;APROVADO
409070300;VULVECTOMIA SIMPLES;1;1.0;10;1;100322;MARANHÃO;APROVADO
410010073;PLASTICA MAMARIA FEMININA NAO ESTETICA;13;0.593;10;8;100323;MARANHÃO;APROVADO
413040119;RECONSTRUCAO DE LOBULO DA ORELHA;3;0.593;10;2;100324;MARANHÃO;APROVADO
413040232;TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA;6;0.593;10;4;100325;MARANHÃO;APROVADO
403010063;CRANIOTOMIA PARA RETIRADA DE CORPO ESTRANHO INTRACRANIANO;3;0.593;10;2;100326;MARANHÃO;APROVADO
403010080;DERIVACAO RAQUE-PERITONEAL;2;1.0;10;2;100327;MARANHÃO;APROVADO
403010152;RESSECÇÃO DE MUCOCELE FRONTAL;2;1.0;10;2;100328;MARANHÃO;APROVADO
403010365;TREPANAÇÃO CRANIANA PARA PUNÇÃO OU BIÓPSIA;1;1.0;10;1;100329;MARANHÃO;APROVADO
408010215;TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL;13;0.593;10;8;100330;MARANHÃO;APROVADO
408020040;ARTROPLASTIA DE ARTICULAÇÃO DA MÃO;3;0.593;10;2;100331;MARANHÃO;APROVADO
408020121;REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MÃO;7;0.593;10;5;100332;MARANHÃO;APROVADO
408020571;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ÚMERO;9;0.593;10;6;100333;MARANHÃO;APROVADO
408050039;ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR;19;0.593;10;12;100334;MARANHÃO;APROVADO
408050136;RECONSTRUCAO DE TENDAO PATELAR / TENDAO QUADRICIPITAL;16;0.593;10;10;100335;MARANHÃO;APROVADO
408050845;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO AO NÍVEL DO JOELHO;13;0.593;10;8;100336;MARANHÃO;APROVADO
408060158;MANIPULAÇÃO ARTICULAR;44;0.593;10;27;100337;MARANHÃO;APROVADO
408060190;OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ;71;0.593;10;43;100338;MARANHÃO;APROVADO
408060590;TRATAMENTO CIRÚRGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MÃO E DO PÉ;15;0.593;10;9;100339;MARANHÃO;APROVADO
409010472;TRATAMENTO CIRURGICO DE FISTULAS URETERAIS;3;0.593;10;2;100340;MARANHÃO;APROVADO
409010537;URETEROCISTONEOSTOMIA;1;1.0;10;1;100341;MARANHÃO;APROVADO
409010570;URETEROPLASTIA;5;0.593;10;3;100342;MARANHÃO;APROVADO
409020125;URETROPLASTIA (RESSECCAO DE CORDA);1;1.0;10;1;100343;MARANHÃO;APROVADO
404020569;ARTROPLASTIA DA ARTICULAÇÃO TÊMPORO-MANDIBULAR (RECIDIVANTE OU NÃO);20;0.593;10;12;100344;MARANHÃO;APROVADO
404020658;TRATAMENTO CIRÚRGICO DE OSTEOMA, ODONTOMA /OUTRAS LESÕES ESPECIFICADAS;8;0.593;10;5;100345;MARANHÃO;APROVADO
404020704;OSTEOSSÍNTESE DA FRATURA DO OSSO ZIGOMÁTICO;22;0.593;10;14;100346;MARANHÃO;APROVADO
404020780;RECONSTRUÇÃO TOTAL DE MANDÍBULA/MAXILA;5;0.593;10;3;100347;MARANHÃO;APROVADO
404030068;OSTEOPLASTIA DO MENTO COM OU SEM IMPLANTE ALOPLÁSTICO;2;1.0;10;2;100348;MARANHÃO;APROVADO
404030262;PALATOPLASTIA SECUNDÁRIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL;2;1.0;10;2;100349;MARANHÃO;APROVADO
407030166;HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO;11;0.593;10;7;100350;MARANHÃO;APROVADO
408010142;REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS);81;0.593;10;49;100351;MARANHÃO;APROVADO
408010223;TRATAMENTO CIRURGICO DE RETARDO DE CONSOLIDACAO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA;31;0.593;10;19;100352;MARANHÃO;APROVADO
408040262;TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO ANTERO-POSTERIOR;8;0.593;10;5;100353;MARANHÃO;APROVADO
408060050;ARTRODESE DE PEQUENAS ARTICULAÇÕES;14;0.593;10;9;100354;MARANHÃO;APROVADO
408060174;OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ;11;0.593;10;7;100355;MARANHÃO;APROVADO
408060573;TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ);16;0.593;10;10;100356;MARANHÃO;APROVADO
409010014;CAPSULECTOMIA RENAL;5;0.593;10;3;100357;MARANHÃO;APROVADO
409010324;PIELOPLASTIA;4;0.593;10;3;100358;MARANHÃO;APROVADO
409040118;NEOSTOMIA DE EPIDIDIMO / CANAL DEFERENTE;8;0.593;10;5;100359;MARANHÃO;APROVADO
414010272;TRATAMENTO CIRÚRGICO DE FÍSTULA CUTÂNEA DE ORIGEM DENTÁRIA;3;0.593;10;2;100360;MARANHÃO;APROVADO
414010329;TRATAMENTO CIRÚRGICO DE CISTO DO COMPLEXO MAXILO-MANDIBULAR;8;0.593;10;5;100361;MARANHÃO;APROVADO
403020085;NEURORRAFIA;1;1.0;10;1;100362;MARANHÃO;APROVADO
404020291;RESSECÇÃO DO CÔNDILO MANDIBULAR COM OU SEM RECONSTRUÇÃO;2;1.0;10;2;100363;MARANHÃO;APROVADO
408010045;ARTROPLASTIA ESCAPULO-UMERAL PARCIAL;2;1.0;10;2;100364;MARANHÃO;APROVADO
408010100;OSTECTOMIA DA CLAVÍCULA OU DA ESCÁPULA;5;0.593;10;3;100365;MARANHÃO;APROVADO
408010118;OSTEOTOMIA DA CLAVÍCULA OU DA ESCÁPULA;2;1.0;10;2;100366;MARANHÃO;APROVADO
408020032;ARTRODESE DE MÉDIAS / GRANDES ARTICULAÇÕES DE MEMBRO SUPERIOR;12;0.593;10;8;100367;MARANHÃO;APROVADO
408020059;ARTROPLASTIA DE CABEÇA DO RÁDIO;28;0.593;10;17;100368;MARANHÃO;APROVADO
408020482;TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO;38;0.593;10;23;100369;MARANHÃO;APROVADO
408020504;TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISARIA NO MEMBRO SUPERIOR;4;0.593;10;3;100370;MARANHÃO;APROVADO
408020563;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO;16;0.593;10;10;100371;MARANHÃO;APROVADO
408020580;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE AO NÍVEL DO COTOVELO;3;0.593;10;2;100372;MARANHÃO;APROVADO
408020601;TRATAMENTO CIRÚRGICO DE PSEUDO-RETARDO / CONSOLIDAÇÃO / PERDA ÓSSEA AO ÍIVEL DO CARPO;2;1.0;10;2;100373;MARANHÃO;APROVADO
408040017;ARTRODESE COXOFEMORAL;6;0.593;10;4;100374;MARANHÃO;APROVADO
408040130;EPIFISIODESE FEMORAL PROXIMAL IN SITU;3;0.593;10;2;100375;MARANHÃO;APROVADO
408040165;RECONSTRUÇÃO OSTEOPLASTICA DO QUADRIL;50;0.593;10;30;100376;MARANHÃO;APROVADO
408050110;QUADRICEPSPLASTIA;2;1.0;10;2;100377;MARANHÃO;APROVADO
408050128;REALINHAMENTO DO MECANISMO EXTENSOR DO JOELHO;3;0.593;10;2;100378;MARANHÃO;APROVADO
408050322;REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO;1;1.0;10;1;100379;MARANHÃO;APROVADO
408050373;TENOSINOVECTOMIA EM MEMBRO INFERIOR;22;0.593;10;14;100380;MARANHÃO;APROVADO
408050390;TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR;10;0.593;10;6;100381;MARANHÃO;APROVADO
408050420;TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES;2;1.0;10;2;100382;MARANHÃO;APROVADO
408050438;TRATAMENTO CIRURGICO DE AVULSAO DO GRANDE E DO PEQUENO TROCANTER;1;1.0;10;1;100383;MARANHÃO;APROVADO
408050730;TRATAMENTO CIRÚRGICO DE PÉ CAVO;7;0.593;10;5;100384;MARANHÃO;APROVADO
408050802;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA REGIÃO TROCANTERIANA;3;0.593;10;2;100385;MARANHÃO;APROVADO
408050853;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE CONGÊNITA DA TÍBIA;3;0.593;10;2;100386;MARANHÃO;APROVADO
408050870;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO/ PERDA ÓSSEA DA METÁFISE TIBIAL;11;0.593;10;7;100387;MARANHÃO;APROVADO
408050926;TRATAMENTO DAS LESÕES OSTEO-CONDRAIS POR FIXAÇÃO OU MOSAICOPLASTIA JOELHO/TORNOZELO;77;0.593;10;46;100388;MARANHÃO;APROVADO
408060069;ARTROPLASTIA DE RESSECÇÃO DE MÉDIA / GRANDE ARTICULAÇÃO;8;0.593;10;5;100389;MARANHÃO;APROVADO
408060077;ARTROPLASTIA DE RESSECÇÃO DE PEQUENAS ARTICULAÇÕES;1;1.0;10;1;100390;MARANHÃO;APROVADO
408060085;BURSECTOMIA;2;1.0;10;2;100391;MARANHÃO;APROVADO
408060093;DESCOMPRESSÃO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA;5;0.593;10;3;100392;MARANHÃO;APROVADO
408060123;EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES;56;0.593;10;34;100393;MARANHÃO;APROVADO
408060131;EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULAÇÕES;6;0.593;10;4;100394;MARANHÃO;APROVADO
408060166;OSTECTOMIA DE OSSOS DA MÃO E/OU DO PÉ;8;0.593;10;5;100395;MARANHÃO;APROVADO
408060182;OSTEOTOMIA DE OSSOS DA MÃO E/OU DO PÉ;27;0.593;10;17;100396;MARANHÃO;APROVADO
408060204;REINSERÇÃO MUSCULAR;3;0.593;10;2;100397;MARANHÃO;APROVADO
408060387;RETIRADA DE PRÓTESE DE SUBSTITUIÇÃO DE GRANDES ARTICULAÇÕES (OMBRO / COTOVELO / QUADRIL / JOELHO);12;0.593;10;8;100398;MARANHÃO;APROVADO
408060409;RETIRADA DE TRAÇÃO TRANS-ESQUELÉTICA;7;0.593;10;5;100399;MARANHÃO;APROVADO
408060433;TENODESE;1;1.0;10;1;100400;MARANHÃO;APROVADO
408060468;TENOMIOTOMIA / DESINSERÇÃO;6;0.593;10;4;100401;MARANHÃO;APROVADO
408060476;TENOPLASTIA OU ENXERTO DE TENDÃO UNICO;23;0.593;10;14;100402;MARANHÃO;APROVADO
408060581;TRATAMENTO CIRÚRGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR;1;1.0;10;1;100403;MARANHÃO;APROVADO
408050900;TRATAMENTO CIRÚRGICO DO HALUX RIGIDUS;4;0.593;10;3;100404;MARANHÃO;APROVADO
407020233;EXCISAO DE LESAO INTESTINAL / MESENTERICA LOCALIZADA;6;0.593;10;4;100405;MARANHÃO;APROVADO
408010207;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR;5;0.593;10;3;100406;MARANHÃO;APROVADO
408020555;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA MÃO;2;1.0;10;2;100407;MARANHÃO;APROVADO
408040122;EPIFISIODESE DO TROCANTER MAIOR DO FÊMUR;1;1.0;10;1;100408;MARANHÃO;APROVADO
408050101;PATELECTOMIA TOTAL OU PARCIAL;6;0.593;10;4;100409;MARANHÃO;APROVADO
408060115;ENCURTAMENTO DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ;1;1.0;10;1;100410;MARANHÃO;APROVADO
408060395;RETIRADA DE PRÓTESE DE SUBSTITUIÇÃO EM PEQUENAS E MÉDIAS ARTICULAÇÕES;1;1.0;10;1;100411;MARANHÃO;APROVADO
413040046;DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLASTICA ABDOMINAL);3;0.593;10;2;100412;MARANHÃO;APROVADO
413040135;RECONSTRUCAO DO HELIX DA ORELHA;2;1.0;10;2;100413;MARANHÃO;APROVADO
413040097;PREPARO DE RETALHO;1;1.0;10;1;100414;MARANHÃO;APROVADO
403010322;TRATAMENTO CIRÚRGICO DE OSTEOMIELITE DO CRÂNIO;1;1.0;10;1;100415;MARANHÃO;APROVADO
404020038;CORREÇÃO CIRÚRGICA DE FÍSTULA ORO-NASAL / ORO-SINUSAL;1;1.0;10;1;100416;MARANHÃO;APROVADO
404020496;OSTEOSSÍNTESE DE FRATURA UNILATERAL DO CÔNDILO MANDIBULAR;2;1.0;10;2;100417;MARANHÃO;APROVADO
404020550;OSTEOSSÍNTESE DE FRATURA SIMPLES DE MANDÍBULA;1;1.0;10;1;100418;MARANHÃO;APROVADO
404020739;RECONSTRUÇÃO PARCIAL DE MANDÍBULA / MAXILA;1;1.0;10;1;100419;MARANHÃO;APROVADO
405040059;DESCOMPRESSAO DE ORBITA;2;1.0;10;2;100420;MARANHÃO;APROVADO
407030050;COLEDOCOPLASTIA;9;0.593;10;6;100421;MARANHÃO;APROVADO
409010308;NEFROURETERECTOMIA TOTAL;1;1.0;10;1;100422;MARANHÃO;APROVADO
410010065;MASTECTOMIA SIMPLES;7;0.593;10;5;100423;MARANHÃO;APROVADO
403020107;TRANSPOSICAO DO NERVO CUBITAL;10;0.593;10;6;100424;MARANHÃO;APROVADO
407030174;MARSUPIALIZACAO DE ABSCESSO / CISTO;4;0.593;10;3;100425;MARANHÃO;APROVADO
407030190;PANCREATECTOMIA VIDEOLAPAROSCOPICA;2;1.0;10;2;100426;MARANHÃO;APROVADO
409040053;ESPERMATOCELECTOMIA;2;1.0;10;2;100427;MARANHÃO;APROVADO
409050105;TRATAMENTO CIRURGICO DE ELEFANTIASE DO PENIS;4;0.593;10;3;100428;MARANHÃO;APROVADO
409070041;COLPOPERINEOCLEISE;3;0.593;10;2;100429;MARANHÃO;APROVADO
404020089;EXCISÃO DE RÂNULA OU FENÔMENO DE RETENÇÃO SALIVAR;1;1.0;10;1;100430;MARANHÃO;APROVADO
408020636;TRATAMENTO CIRÚRGICO DE SINOSTOSE RÁDIO ULNAR;2;1.0;10;2;100431;MARANHÃO;APROVADO
413040224;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL NA REGIAO POPLITEA;1;1.0;10;1;100432;MARANHÃO;APROVADO
407010092;ESOFAGORRAFIA CERVICAL;1;1.0;10;1;100433;MARANHÃO;APROVADO
412020076;TRAQUEOSTOMIA MEDIASTINAL;1;1.0;10;1;100434;MARANHÃO;APROVADO
404020178;MAXILECTOMIA PARCIAL;1;1.0;10;1;100435;MARANHÃO;APROVADO
404020461;OSTEOTOMIA DA MANDIBULA;1;1.0;10;1;100436;MARANHÃO;APROVADO
404020690;OSTEOTOMIA CRÂNIO-FACIAL;3;0.593;10;2;100437;MARANHÃO;APROVADO
404020720;OSTEOSSÍNTESE DE FRATURA BILATERAL DO CÔNDILO MANDIBULAR;1;1.0;10;1;100438;MARANHÃO;APROVADO
412050013;BULECTOMIA UNI OU BILATERAL;1;1.0;10;1;100439;MARANHÃO;APROVADO
404020011;ALONGAMENTO DE COLUMELA;1;1.0;10;1;100440;MARANHÃO;APROVADO
405030045;FOTOCOAGULACAO A LASER;2;1.0;10;2;100441;MARANHÃO;APROVADO
405050194;IRIDOTOMIA A LASER;6;0.593;10;4;100442;MARANHÃO;APROVADO
408010061;ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISÃO / RECONSTRUÇÃO;1;1.0;10;1;100443;MARANHÃO;APROVADO
